trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,val.started,val.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,hueSlider.response,hueSlider.rt,hueSlider.started,hueSlider.stopped,satSlider.response,satSlider.rt,satSlider.started,satSlider.stopped,valSlider.response,valSlider.rt,valSlider.started,valSlider.stopped,polygon.started,polygon.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,21.779938399995444,None,21.779938399995444,None,space,1.1735346999776084,21.779938399995444,None,None,None,21.779938399995444,None,None,None,21.779938399995444,None,None,None,21.779938399995444,None,21.779938399995444,None,21.779938399995444,None,,,,,,,
