"acc","accept_status","accuracy","average_response_time","avg_rt","background","canvas_backend","checkbox_status","clock_backend","color_backend","color_left","color_right","compensation","coordinates","correct","correct_new_mouse_response","correct_new_mouse_response_1","correct_new_mouse_response_1_1","correct_new_mouse_response_2","correct_welcome","count_Demographics","count_block_sequence_1","count_block_sequence_c_1","count_color_decision","count_color_instruction","count_color_practice","count_emotion_instruction","count_emotion_trials","count_end_of_experiment","count_experiment","count_experimental_loop","count_experimental_trials","count_fixation","count_new_form_consent","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_logger_2","count_new_logger_3","count_new_mouse_response","count_new_mouse_response_1","count_new_mouse_response_1_1","count_new_mouse_response_2","count_new_sequence","count_new_sequence_1","count_new_sequence_1_1","count_new_sequence_1_1_1","count_new_sequence_2","count_new_sketchpad_1","count_new_sketchpad_1_1","count_new_sketchpad_1_1_1","count_new_sketchpad_2","count_new_sketchpad_2_1","count_new_sketchpad_2_1_1","count_new_sketchpad_2_2","count_new_sketchpad_3","count_new_sketchpad_3_1","count_new_sketchpad_3_1_1","count_practice","count_practice_sequence","count_reset_feedback","count_reset_feedback_1","count_reset_feedback_2","count_reset_feedback_c_1","count_welcome","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","response","response_color_instruction","response_emotion_instruction","response_new_mouse_response","response_new_mouse_response_1","response_new_mouse_response_1_1","response_new_mouse_response_2","response_new_sketchpad_1","response_new_sketchpad_1_1","response_new_sketchpad_1_1_1","response_new_sketchpad_2","response_new_sketchpad_2_1","response_new_sketchpad_2_1_1","response_new_sketchpad_2_2","response_new_sketchpad_3","response_new_sketchpad_3_1","response_new_sketchpad_3_1_1","response_time","response_time_color_instruction","response_time_emotion_instruction","response_time_new_mouse_response","response_time_new_mouse_response_1","response_time_new_mouse_response_1_1","response_time_new_mouse_response_2","response_time_new_sketchpad_1","response_time_new_sketchpad_1_1","response_time_new_sketchpad_1_1_1","response_time_new_sketchpad_2","response_time_new_sketchpad_2_1","response_time_new_sketchpad_2_1_1","response_time_new_sketchpad_2_2","response_time_new_sketchpad_3","response_time_new_sketchpad_3_1","response_time_new_sketchpad_3_1_1","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Demographics","time_block_sequence_1","time_block_sequence_c_1","time_color_decision","time_color_instruction","time_color_practice","time_emotion_instruction","time_emotion_trials","time_end_of_experiment","time_experiment","time_experimental_loop","time_experimental_trials","time_fixation","time_new_form_consent","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_logger_2","time_new_logger_3","time_new_mouse_response","time_new_mouse_response_1","time_new_mouse_response_1_1","time_new_mouse_response_2","time_new_sequence","time_new_sequence_1","time_new_sequence_1_1","time_new_sequence_1_1_1","time_new_sequence_2","time_new_sketchpad_1","time_new_sketchpad_1_1","time_new_sketchpad_1_1_1","time_new_sketchpad_2","time_new_sketchpad_2_1","time_new_sketchpad_2_1_1","time_new_sketchpad_2_2","time_new_sketchpad_3","time_new_sketchpad_3_1","time_new_sketchpad_3_1_1","time_practice","time_practice_sequence","time_reset_feedback","time_reset_feedback_1","time_reset_feedback_2","time_reset_feedback_c_1","time_welcome","title","total_correct","total_response_time","total_responses","trial_type","uniform_coordinates","width"
"undefined","yes","undefined","undefined","undefined","black","psycho","I have read and understood the information shown above","psycho","psycho","NA","NA","0","uniform","undefined","NA","NA","NA","NA","undefined","0","NA","NA","NA","0","0","NA","NA","0","0","0","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","Thu Nov  3 13:05:13 2022","The main experiment item","yes","NA","AreEmotionsColoured.osexp","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action/Per-Act-EXAM","no","mono","no","18","no","white","no","Ok","yes","768","psycho","C:/Users/sarak/OneDrive - Aarhus Universitet/26102021/Cog sci/3_semester/Perception_action/Per-Act-EXAM/Ny mappe/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","Yes;No;Maybe","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","22524.33659999224","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","22524.33659999224","n","2","psycho","1024","2","48000","-16","experiment","0","even","NA","NA","NA","NA","NA","NA","NA","NA","NA","24476.6166999907","NA","NA","NA","47033.51919999113","NA","NA","NA","NA","55125.32399999327","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","24507.487299997592","Are Emotions Coloured?","0","0","0","NA","yes","1024"
